"Recip_County","FIPS","year","total_vacc"
"Douglas County","08035",2022,268820
"Douglas County","13097",2020,0
"Douglas County","13097",2021,46132
"Douglas County","13097",2022,70420
"Douglas County","17041",2020,0
"Douglas County","17041",2021,8919
"Douglas County","17041",2022,9824
"Douglas County","20045",2020,0
"Douglas County","20045",2021,71922
"Douglas County","20045",2022,80317
"Douglas County","27041",2020,0
"Douglas County","27041",2021,21092
"Douglas County","27041",2022,22627
"Douglas County","29067",2020,0
"Douglas County","29067",2021,3085
"Douglas County","29067",2022,3269
"Douglas County","31055",2020,0
"Douglas County","31055",2021,358993
"Douglas County","31055",2022,400536
"Douglas County","32005",2020,0
"Douglas County","32005",2021,24199
"Douglas County","32005",2022,26048
"Douglas County","41019",2020,0
"Douglas County","41019",2021,56559
"Douglas County","41019",2022,60339
"Douglas County","46043",2020,0
"Douglas County","46043",2021,1454
"Douglas County","46043",2022,1645
"Douglas County","53017",2020,0
"Douglas County","53017",2021,25644
"Douglas County","53017",2022,27460
"Douglas County","55031",2020,0
"Douglas County","55031",2021,18084
"Douglas County","55031",2022,21176
"Drew County","05043",2020,0
"Drew County","05043",2021,8335
"Drew County","05043",2022,9046
"DuPage County","17043",2020,79
"DuPage County","17043",2021,678429
"DuPage County","17043",2022,732674
"Dubois County","18037",2020,0
"Dubois County","18037",2021,23509
"Dubois County","18037",2022,25412
"Dubuque County","19061",2020,0
"Dubuque County","19061",2021,60472
"Dubuque County","19061",2022,64753
"Duchesne County","49013",2020,0
"Duchesne County","49013",2021,8267
"Duchesne County","49013",2022,9281
"Dukes County","25007",2020,0
"Dukes County","25007",2021,0
"Dukes County","25007",2022,0
"Dundy County","31057",2020,0
"Dundy County","31057",2021,600
"Dundy County","31057",2022,675
"Dunklin County","29069",2020,0
"Dunklin County","29069",2021,10280
"Dunklin County","29069",2022,11349
"Dunn County","38025",2020,0
"Dunn County","38025",2021,1022
"Dunn County","38025",2022,1179
"Dunn County","55033",2020,0
"Dunn County","55033",2021,21339
"Dunn County","55033",2022,23047
"Duplin County","37061",2020,0
"Duplin County","37061",2021,23712
"Duplin County","37061",2022,27905
"Durham County","37063",2020,0
"Durham County","37063",2021,216687
"Durham County","37063",2022,259193
"Dutchess County","36027",2020,0
"Dutchess County","36027",2021,196069
"Dutchess County","36027",2022,215133
"Duval County","12031",2020,614
"Duval County","12031",2021,559360
"Duval County","12031",2022,602551
"Duval County","48131",2020,0
"Duval County","48131",2021,6549
"Duval County","48131",2022,7117
"Dyer County","47045",2020,0
"Dyer County","47045",2021,14140
"Dyer County","47045",2022,15521
"Eagle County","08037",2020,0
"Eagle County","08037",2021,43500
"Eagle County","08037",2022,47164
"Early County","13099",2020,0
"Early County","13099",2021,2435
"Early County","13099",2022,5108
"East Baton Rouge Parish","22033",2020,0
"East Baton Rouge Parish","22033",2021,234916
"East Baton Rouge Parish","22033",2022,253009
"East Carroll Parish","22035",2020,0
"East Carroll Parish","22035",2021,2934
"East Carroll Parish","22035",2022,3266
"East Feliciana Parish","22037",2020,0
"East Feliciana Parish","22037",2021,7376
"East Feliciana Parish","22037",2022,8028
"Eastland County","48133",2020,0
"Eastland County","48133",2021,6545
"Eastland County","48133",2022,6821
"Eaton County","26045",2020,0
"Eaton County","26045",2021,60271
"Eaton County","26045",2022,64262
"Eau Claire County","55035",2020,0
"Eau Claire County","55035",2021,62312
"Eau Claire County","55035",2022,66782
"Echols County","13101",2020,0
"Echols County","13101",2021,699
"Echols County","13101",2022,1269
"Ector County","48135",2020,0
"Ector County","48135",2021,67105
"Ector County","48135",2022,72744
"Eddy County","35015",2020,0
"Eddy County","35015",2021,25862
"Eddy County","35015",2022,28465
"Eddy County","38027",2020,0
"Eddy County","38027",2021,1157
"Eddy County","38027",2022,1226
"Edgar County","17045",2020,0
"Edgar County","17045",2021,7861
"Edgar County","17045",2022,8691
"Edgecombe County","37065",2020,0
"Edgecombe County","37065",2021,23438
"Edgecombe County","37065",2022,26482
"Edgefield County","45037",2020,0
"Edgefield County","45037",2021,15520
"Edgefield County","45037",2022,17161
"Edmonson County","21061",2020,0
"Edmonson County","21061",2021,4032
"Edmonson County","21061",2022,4297
"Edmunds County","46045",2020,0
"Edmunds County","46045",2021,1683
"Edmunds County","46045",2022,1847
"Edwards County","17047",2020,0
"Edwards County","17047",2021,2402
"Edwards County","17047",2022,2660
"Edwards County","20047",2020,0
"Edwards County","20047",2021,1297
"Edwards County","20047",2022,1391
"Edwards County","48137",2020,0
"Edwards County","48137",2021,758
"Edwards County","48137",2022,1715
"Effingham County","13103",2020,0
"Effingham County","13103",2021,15669
"Effingham County","13103",2022,25564
"Effingham County","17049",2020,0
"Effingham County","17049",2021,15847
"Effingham County","17049",2022,17058
"El Dorado County","06017",2020,0
"El Dorado County","06017",2021,115802
"El Dorado County","06017",2022,123904
"El Paso County","08041",2020,0
"El Paso County","08041",2021,428775
"El Paso County","08041",2022,488804
"El Paso County","48141",2020,0
"El Paso County","48141",2021,625344
"El Paso County","48141",2022,718637
"Elbert County","08039",2020,0
"Elbert County","08039",2021,9590
"Elbert County","08039",2022,10404
"Elbert County","13105",2020,0
"Elbert County","13105",2021,4202
"Elbert County","13105",2022,8359
"Elk County","20049",2020,0
"Elk County","20049",2021,818
"Elk County","20049",2022,902
"Elk County","42047",2020,0
"Elk County","42047",2021,16097
"Elk County","42047",2022,17255
"Elkhart County","18039",2020,0
"Elkhart County","18039",2021,83778
"Elkhart County","18039",2022,93350
"Elko County","32007",2020,0
"Elko County","32007",2021,21012
"Elko County","32007",2022,23488
"Elliott County","21063",2020,0
"Elliott County","21063",2021,2557
"Elliott County","21063",2022,2752
"Ellis County","20051",2020,0
"Ellis County","20051",2021,13551
"Ellis County","20051",2022,14918
"Ellis County","40045",2020,0
"Ellis County","40045",2021,1306
"Ellis County","40045",2022,1387
"Ellis County","48139",2020,0
"Ellis County","48139",2021,94210
"Ellis County","48139",2022,102788
"Ellsworth County","20053",2020,0
"Ellsworth County","20053",2021,3217
"Ellsworth County","20053",2022,3580
"Elmore County","01051",2020,0
"Elmore County","01051",2021,34669
"Elmore County","01051",2022,39162
"Elmore County","16039",2020,0
"Elmore County","16039",2021,11176
"Elmore County","16039",2022,16609
"Emanuel County","13107",2020,0
"Emanuel County","13107",2021,7090
"Emanuel County","13107",2022,9376
"Emery County","49015",2020,0
"Emery County","49015",2021,4353
"Emery County","49015",2022,4718
"Emmet County","19063",2020,0
"Emmet County","19063",2021,4607
"Emmet County","19063",2022,4987
"Emmet County","26047",2020,0
"Emmet County","26047",2021,23477
"Emmet County","26047",2022,24794
"Emmons County","38029",2020,0
"Emmons County","38029",2021,1085
"Emmons County","38029",2022,1147
"Emporia city","51595",2020,0
"Emporia city","51595",2021,0
"Emporia city","51595",2022,1776
"Erath County","48143",2020,0
"Erath County","48143",2021,15318
"Erath County","48143",2022,16271
"Erie County","36029",2020,0
"Erie County","36029",2021,614272
"Erie County","36029",2022,663717
"Erie County","39043",2020,0
"Erie County","39043",2021,42293
"Erie County","39043",2022,45108
"Erie County","42049",2020,0
"Erie County","42049",2021,153072
"Erie County","42049",2022,170051
"Escambia County","01053",2020,0
"Escambia County","01053",2021,12723
"Escambia County","01053",2022,13865
"Escambia County","12033",2020,77
"Escambia County","12033",2021,166342
"Escambia County","12033",2022,183386
"Esmeralda County","32009",2020,0
"Esmeralda County","32009",2021,349
"Esmeralda County","32009",2022,373
"Essex County","25009",2020,0
"Essex County","25009",2021,555189
"Essex County","25009",2022,618774
"Essex County","34013",2020,0
"Essex County","34013",2021,535301
"Essex County","34013",2022,609837
"Essex County","36031",2020,0
"Essex County","36031",2021,25538
"Essex County","36031",2022,27317
"Essex County","50009",2020,0
"Essex County","50009",2021,2382
"Essex County","50009",2022,2433
"Essex County","51057",2020,0
"Essex County","51057",2021,4963
"Essex County","51057",2022,5086
"Estill County","21065",2020,0
"Estill County","21065",2021,6962
"Estill County","21065",2022,7590
"Etowah County","01055",2020,0
"Etowah County","01055",2021,40224
"Etowah County","01055",2022,43334
"Eureka County","32011",2020,0
"Eureka County","32011",2021,528
"Eureka County","32011",2022,568
"Evangeline Parish","22039",2020,0
"Evangeline Parish","22039",2021,12236
"Evangeline Parish","22039",2022,13233
"Evans County","13109",2020,0
"Evans County","13109",2021,2518
"Evans County","13109",2022,4422
"Fairbanks North Star Borough","02090",2020,0
"Fairbanks North Star Borough","02090",2021,51467
"Fairbanks North Star Borough","02090",2022,61917
"Fairfax County","51059",2020,0
"Fairfax County","51059",2021,855424
"Fairfax County","51059",2022,930715
"Fairfax city","51600",2020,0
"Fairfax city","51600",2021,13632
"Fairfax city","51600",2022,16730
"Fairfield County","09001",2020,0
"Fairfield County","09001",2021,730112
"Fairfield County","09001",2022,811173
"Fairfield County","39045",2020,0
"Fairfield County","39045",2021,86166
"Fairfield County","39045",2022,94540
"Fairfield County","45039",2020,0
"Fairfield County","45039",2021,11546
"Fairfield County","45039",2022,15080
"Fajardo Municipio","72053",2020,0
"Fajardo Municipio","72053",2021,21547
"Fajardo Municipio","72053",2022,24706
"Fall River County","46047",2020,0
"Fall River County","46047",2021,4040
"Fall River County","46047",2022,4331
"Fallon County","30025",2020,0
"Fallon County","30025",2021,931
"Fallon County","30025",2022,1002
"Falls Church city","51610",2020,0
"Falls Church city","51610",2021,8009
"Falls Church city","51610",2022,8312
"Falls County","48145",2020,0
"Falls County","48145",2021,7628
"Falls County","48145",2022,8061
"Fannin County","13111",2020,0
"Fannin County","13111",2021,6098
"Fannin County","13111",2022,11416
"Fannin County","48147",2020,0
"Fannin County","48147",2021,15000
"Fannin County","48147",2022,16035
"Faribault County","27043",2020,0
"Faribault County","27043",2021,7623
"Faribault County","27043",2022,8029
"Faulk County","46049",2020,0
"Faulk County","46049",2021,1211
"Faulk County","46049",2022,1321
"Faulkner County","05045",2020,0
"Faulkner County","05045",2021,58727
"Faulkner County","05045",2022,67196
"Fauquier County","51061",2020,0
"Fauquier County","51061",2021,40848
"Fauquier County","51061",2022,47505
"Fayette County","01057",2020,0
"Fayette County","01057",2021,5423
"Fayette County","01057",2022,5887
"Fayette County","13113",2020,0
"Fayette County","13113",2021,43780
"Fayette County","13113",2022,73720
"Fayette County","17051",2020,0
"Fayette County","17051",2021,7246
"Fayette County","17051",2022,7891
"Fayette County","18041",2020,0
"Fayette County","18041",2021,8706
"Fayette County","18041",2022,9756
"Fayette County","19065",2020,0
"Fayette County","19065",2021,10369
"Fayette County","19065",2022,10986
"Fayette County","21067",2020,78
"Fayette County","21067",2021,205320
"Fayette County","21067",2022,224994
"Fayette County","39047",2020,0
"Fayette County","39047",2021,11873
"Fayette County","39047",2022,13023
"Fayette County","42051",2020,0
"Fayette County","42051",2021,70423
"Fayette County","42051",2022,77820
"Fayette County","47047",2020,0
"Fayette County","47047",2021,21836
"Fayette County","47047",2022,24212
"Fayette County","48149",2020,0
"Fayette County","48149",2021,12209
"Fayette County","48149",2022,12629
"Fayette County","54019",2020,0
"Fayette County","54019",2021,22821
"Fayette County","54019",2022,24393
"Fentress County","47049",2020,0
"Fentress County","47049",2021,6020
"Fentress County","47049",2022,6474
"Fergus County","30027",2020,0
"Fergus County","30027",2021,5012
"Fergus County","30027",2022,5377
"Ferry County","53019",2020,0
"Ferry County","53019",2021,4067
"Ferry County","53019",2022,4469
"Fillmore County","27045",2020,0
"Fillmore County","27045",2021,13969
"Fillmore County","27045",2022,14950
"Fillmore County","31059",2020,0
"Fillmore County","31059",2021,2774
"Fillmore County","31059",2022,2932
"Finney County","20055",2020,0
"Finney County","20055",2021,15787
"Finney County","20055",2022,19085
"Fisher County","48151",2020,0
"Fisher County","48151",2021,1317
"Fisher County","48151",2022,1400
"Flagler County","12035",2020,0
"Flagler County","12035",2021,70017
"Flagler County","12035",2022,75462
"Flathead County","30029",2020,0
"Flathead County","30029",2021,42106
"Flathead County","30029",2022,46422
"Fleming County","21069",2020,0
"Fleming County","21069",2021,7193
"Fleming County","21069",2022,7739
"Florence County","45041",2020,0
"Florence County","45041",2021,72079
"Florence County","45041",2022,78639
"Florence County","55037",2020,0
"Florence County","55037",2021,2309
"Florence County","55037",2022,2406
"Florida Municipio","72054",2020,0
"Florida Municipio","72054",2021,9071
"Florida Municipio","72054",2022,10630
"Floyd County","13115",2020,0
"Floyd County","13115",2021,20924
"Floyd County","13115",2022,43295
"Floyd County","18043",2020,0
"Floyd County","18043",2021,42958
"Floyd County","18043",2022,46588
"Floyd County","19067",2020,0
"Floyd County","19067",2021,8028
"Floyd County","19067",2022,8523
"Floyd County","21071",2020,0
"Floyd County","21071",2021,19675
"Floyd County","21071",2022,20809
"Floyd County","48153",2020,0
"Floyd County","48153",2021,2486
"Floyd County","48153",2022,2576
"Floyd County","51063",2020,0
"Floyd County","51063",2021,5843
"Floyd County","51063",2022,6049
"Fluvanna County","51065",2020,0
"Fluvanna County","51065",2021,16427
"Fluvanna County","51065",2022,17634
"Foard County","48155",2020,0
"Foard County","48155",2021,476
"Foard County","48155",2022,484
"Fond du Lac County","55039",2020,0
"Fond du Lac County","55039",2021,54770
"Fond du Lac County","55039",2022,59636
"Ford County","17053",2020,0
"Ford County","17053",2021,7027
"Ford County","17053",2022,7668
"Ford County","20057",2020,0
"Ford County","20057",2021,13984
"Ford County","20057",2022,16176
"Forest County","42053",2020,0
"Forest County","42053",2021,5045
"Forest County","42053",2022,5406
"Forest County","55041",2020,0
"Forest County","55041",2021,5168
"Forest County","55041",2022,5656
"Forrest County","28035",2020,0
"Forrest County","28035",2021,30110
"Forrest County","28035",2022,34075
"Forsyth County","13117",2020,0
"Forsyth County","13117",2021,64280
"Forsyth County","13117",2022,133903
"Forsyth County","37067",2020,0
"Forsyth County","37067",2021,225569
"Forsyth County","37067",2022,267895
"Fort Bend County","48157",2020,0
"Fort Bend County","48157",2021,551960
"Fort Bend County","48157",2022,600057
"Foster County","38031",2020,0
"Foster County","38031",2021,1716
"Foster County","38031",2022,1806
"Fountain County","18045",2020,0
"Fountain County","18045",2021,7284
"Fountain County","18045",2022,7969
"Franklin County","01059",2020,0
"Franklin County","01059",2021,13043
"Franklin County","01059",2022,14184
"Franklin County","05047",2020,0
"Franklin County","05047",2021,8252
"Franklin County","05047",2022,8852
"Franklin County","12037",2020,0
"Franklin County","12037",2021,5666
"Franklin County","12037",2022,6002
"Franklin County","13119",2020,0
"Franklin County","13119",2021,3989
"Franklin County","13119",2022,8688
"Franklin County","16041",2020,0
"Franklin County","16041",2021,5384
"Franklin County","16041",2022,6466
"Franklin County","17055",2020,0
"Franklin County","17055",2021,16503
"Franklin County","17055",2022,17792
"Franklin County","18047",2020,0
"Franklin County","18047",2021,8196
"Franklin County","18047",2022,9116
"Franklin County","19069",2020,0
"Franklin County","19069",2021,5202
"Franklin County","19069",2022,5644
"Franklin County","20059",2020,0
"Franklin County","20059",2021,12457
"Franklin County","20059",2022,13814
"Franklin County","21073",2020,0
"Franklin County","21073",2021,30083
"Franklin County","21073",2022,32483
"Franklin County","23007",2020,0
"Franklin County","23007",2021,18564
"Franklin County","23007",2022,20219
"Franklin County","25011",2020,0
"Franklin County","25011",2021,45923
"Franklin County","25011",2022,51604
"Franklin County","28037",2020,0
"Franklin County","28037",2021,3515
"Franklin County","28037",2022,3832
"Franklin County","29071",2020,0
"Franklin County","29071",2021,54474
"Franklin County","29071",2022,58012
"Franklin County","31061",2020,0
"Franklin County","31061",2021,1118
"Franklin County","31061",2022,1185
"Franklin County","36033",2020,0
"Franklin County","36033",2021,31473
"Franklin County","36033",2022,36157
"Franklin County","37069",2020,0
"Franklin County","37069",2021,33986
"Franklin County","37069",2022,40023
"Franklin County","39049",2020,0
"Franklin County","39049",2021,806581
"Franklin County","39049",2022,877943
"Franklin County","42055",2020,0
"Franklin County","42055",2021,72146
"Franklin County","42055",2022,80939
"Franklin County","47051",2020,0
"Franklin County","47051",2021,16611
"Franklin County","47051",2022,18064
"Franklin County","48159",2020,0
"Franklin County","48159",2021,3760
"Franklin County","48159",2022,3933
"Franklin County","50011",2020,0
"Franklin County","50011",2021,17511
"Franklin County","50011",2022,18944
"Franklin County","51067",2020,0
"Franklin County","51067",2021,23628
"Franklin County","51067",2022,24995
"Franklin County","53021",2020,0
"Franklin County","53021",2021,46885
"Franklin County","53021",2022,52353
"Franklin Parish","22041",2020,0
"Franklin Parish","22041",2021,7056
"Franklin Parish","22041",2022,7616
"Franklin city","51620",2020,0
"Franklin city","51620",2021,0
"Franklin city","51620",2022,3068
"Frederick County","24021",2020,0
"Frederick County","24021",2021,188712
"Frederick County","24021",2022,213206
"Frederick County","51069",2020,0
"Frederick County","51069",2021,41559
"Frederick County","51069",2022,44135
"Fredericksburg city","51630",2020,0
"Fredericksburg city","51630",2021,11138
"Fredericksburg city","51630",2022,11903
"Freeborn County","27047",2020,0
"Freeborn County","27047",2021,16639
"Freeborn County","27047",2022,18040
"Freestone County","48161",2020,0
"Freestone County","48161",2021,7242
"Freestone County","48161",2022,7741
"Fremont County","08043",2020,0
"Fremont County","08043",2021,19961
"Fremont County","08043",2022,23014
"Fremont County","16043",2020,0
"Fremont County","16043",2021,5147
"Fremont County","16043",2022,6155
"Fremont County","19071",2020,0
"Fremont County","19071",2021,3446
"Fremont County","19071",2022,3827
"Fremont County","56013",2020,0
"Fremont County","56013",2021,24065
"Fremont County","56013",2022,21862
"Fresno County","06019",2020,0
"Fresno County","06019",2021,571979
"Fresno County","06019",2022,629865
"Frio County","48163",2020,0
"Frio County","48163",2021,11435
"Frio County","48163",2022,14147
"Frontier County","31063",2020,0
"Frontier County","31063",2021,687
"Frontier County","31063",2022,763
"Fulton County","05049",2020,0
"Fulton County","05049",2021,3855
"Fulton County","05049",2022,4482
"Fulton County","13121",2020,0
"Fulton County","13121",2021,354806
"Fulton County","13121",2022,626224
"Fulton County","17057",2020,0
"Fulton County","17057",2021,18852
"Fulton County","17057",2022,20117
"Fulton County","18049",2020,0
"Fulton County","18049",2021,7660
"Fulton County","18049",2022,8334
"Fulton County","21075",2020,0
"Fulton County","21075",2021,3326
"Fulton County","21075",2022,3655
"Fulton County","36035",2020,0
"Fulton County","36035",2021,27672
"Fulton County","36035",2022,29821
"Fulton County","39051",2020,0
"Fulton County","39051",2021,21385
"Fulton County","39051",2022,22740
"Fulton County","42057",2020,0
"Fulton County","42057",2021,4944
"Fulton County","42057",2022,5448
"Furnas County","31065",2020,0
"Furnas County","31065",2021,1978
"Furnas County","31065",2022,2162
"Gadsden County","12039",2020,0
"Gadsden County","12039",2021,25376
"Gadsden County","12039",2022,27206
"Gage County","31067",2020,0
"Gage County","31067",2021,9109
"Gage County","31067",2022,10163
"Gaines County","48165",2020,0
"Gaines County","48165",2021,4485
"Gaines County","48165",2022,4771
"Galax city","51640",2020,0
"Galax city","51640",2021,0
"Galax city","51640",2022,2384
"Gallatin County","17059",2020,0
"Gallatin County","17059",2021,2480
"Gallatin County","17059",2022,2766
"Gallatin County","21077",2020,0
"Gallatin County","21077",2021,3491
"Gallatin County","21077",2022,3729
"Gallatin County","30031",2020,0
"Gallatin County","30031",2021,65137
"Gallatin County","30031",2022,70616
"Gallia County","39053",2020,0
"Gallia County","39053",2021,13392
"Gallia County","39053",2022,14397
"Galveston County","48167",2020,0
"Galveston County","48167",2021,196407
"Galveston County","48167",2022,210833
"Garden County","31069",2020,0
"Garden County","31069",2021,808
"Garden County","31069",2022,855
"Garfield County","08045",2020,0
"Garfield County","08045",2021,37058
"Garfield County","08045",2022,40062
"Garfield County","30033",2020,0
"Garfield County","30033",2021,235
"Garfield County","30033",2022,251
"Garfield County","31071",2020,0
"Garfield County","31071",2021,559
"Garfield County","31071",2022,615
"Garfield County","40047",2020,0
"Garfield County","40047",2021,29221
"Garfield County","40047",2022,32001
"Garfield County","49017",2020,0
"Garfield County","49017",2021,2721
"Garfield County","49017",2022,2966
"Garfield County","53023",2020,0
"Garfield County","53023",2021,843
"Garfield County","53023",2022,904
"Garland County","05051",2020,0
"Garland County","05051",2021,43268
"Garland County","05051",2022,47830
"Garrard County","21079",2020,0
"Garrard County","21079",2021,8130
"Garrard County","21079",2022,8748
"Garrett County","24023",2020,0
"Garrett County","24023",2021,13916
"Garrett County","24023",2022,15334
"Garvin County","40049",2020,0
"Garvin County","40049",2021,12363
"Garvin County","40049",2022,13344
"Garza County","48169",2020,0
"Garza County","48169",2021,3152
"Garza County","48169",2022,3252
"Gasconade County","29073",2020,0
"Gasconade County","29073",2021,7294
"Gasconade County","29073",2022,7631
"Gaston County","37071",2020,0
"Gaston County","37071",2021,108076
"Gaston County","37071",2022,123547
"Gates County","37073",2020,0
"Gates County","37073",2021,5718
"Gates County","37073",2022,6482
"Geary County","20061",2020,0
"Geary County","20061",2021,19915
"Geary County","20061",2022,32223
"Geauga County","39055",2020,0
"Geauga County","39055",2021,55442
"Geauga County","39055",2022,59159
"Gem County","16045",2020,0
"Gem County","16045",2021,6563
"Gem County","16045",2022,7502
"Genesee County","26049",2020,0
"Genesee County","26049",2021,195661
"Genesee County","26049",2022,208908
"Genesee County","36037",2020,0
"Genesee County","36037",2021,33037
"Genesee County","36037",2022,35203
"Geneva County","01061",2020,0
"Geneva County","01061",2021,9661
"Geneva County","01061",2022,10835
"Gentry County","29075",2020,0
"Gentry County","29075",2021,2745
"Gentry County","29075",2022,2998
"George County","28039",2020,0
"George County","28039",2021,9455
"George County","28039",2022,10116
"Georgetown County","45043",2020,0
"Georgetown County","45043",2021,32917
"Georgetown County","45043",2022,35402
"Gibson County","18051",2020,0
"Gibson County","18051",2021,15080
"Gibson County","18051",2022,16227
"Gibson County","47053",2020,20
"Gibson County","47053",2021,21328
"Gibson County","47053",2022,23035
"Gila County","04007",2020,0
"Gila County","04007",2021,30165
"Gila County","04007",2022,33774
"Gilchrist County","12041",2020,0
"Gilchrist County","12041",2021,6562
"Gilchrist County","12041",2022,6984
"Giles County","47055",2020,0
"Giles County","47055",2021,10941
"Giles County","47055",2022,11962
"Giles County","51071",2020,0
"Giles County","51071",2021,7372
"Giles County","51071",2022,7691
"Gillespie County","48171",2020,0
"Gillespie County","48171",2021,13964
"Gillespie County","48171",2022,14769
"Gilliam County","41021",2020,0
"Gilliam County","41021",2021,833
"Gilliam County","41021",2022,888
"Gilmer County","13123",2020,0
"Gilmer County","13123",2021,5127
"Gilmer County","13123",2022,13240
"Gilmer County","54021",2020,0
"Gilmer County","54021",2021,4573
"Gilmer County","54021",2022,4885
"Gilpin County","08047",2020,0
"Gilpin County","08047",2021,3521
"Gilpin County","08047",2022,3740
"Glacier County","30035",2020,0
"Glacier County","30035",2021,11100
"Glacier County","30035",2022,12337
"Glades County","12043",2020,0
"Glades County","12043",2021,4457
"Glades County","12043",2022,4818
"Gladwin County","26051",2020,0
"Gladwin County","26051",2021,11780
"Gladwin County","26051",2022,12392
"Glascock County","13125",2020,0
"Glascock County","13125",2021,487
"Glascock County","13125",2022,1005
"Glasscock County","48173",2020,0
"Glasscock County","48173",2021,590
"Glasscock County","48173",2022,633
"Glenn County","06021",2020,0
"Glenn County","06021",2021,14679
"Glenn County","06021",2022,16173
"Gloucester County","34015",2020,0
"Gloucester County","34015",2021,171880
"Gloucester County","34015",2022,189137
"Gloucester County","51073",2020,0
"Gloucester County","51073",2021,21570
"Gloucester County","51073",2022,24085
"Glynn County","13127",2020,0
"Glynn County","13127",2021,40073
"Glynn County","13127",2022,45191
"Gogebic County","26053",2020,0
"Gogebic County","26053",2021,8952
"Gogebic County","26053",2022,9336
"Golden Valley County","30037",2020,0
"Golden Valley County","30037",2021,364
"Golden Valley County","30037",2022,393
"Golden Valley County","38033",2020,0
"Golden Valley County","38033",2021,516
"Golden Valley County","38033",2022,549
"Goliad County","48175",2020,0
"Goliad County","48175",2021,3123
"Goliad County","48175",2022,3272
"Gonzales County","48177",2020,0
"Gonzales County","48177",2021,9844
"Gonzales County","48177",2022,10593
"Goochland County","51075",2020,0
"Goochland County","51075",2021,15165
"Goochland County","51075",2022,16004
"Goodhue County","27049",2020,0
"Goodhue County","27049",2021,29703
"Goodhue County","27049",2022,31798
"Gooding County","16047",2020,0
"Gooding County","16047",2021,5770
"Gooding County","16047",2022,6961
"Gordon County","13129",2020,0
"Gordon County","13129",2021,10647
"Gordon County","13129",2022,22429
"Goshen County","56015",2020,0
"Goshen County","56015",2021,4969
"Goshen County","56015",2022,5506
"Gosper County","31073",2020,0
"Gosper County","31073",2021,756
"Gosper County","31073",2022,821
"Gove County","20063",2020,0
"Gove County","20063",2021,1220
"Gove County","20063",2022,1295
"Grady County","13131",2020,0
"Grady County","13131",2021,5397
"Grady County","13131",2022,11124
"Grady County","40051",2020,0
"Grady County","40051",2021,20092
"Grady County","40051",2022,22375
"Grafton County","33009",2020,0
"Grafton County","33009",2021,65234
"Grafton County","33009",2022,70275
"Graham County","04009",2020,0
"Graham County","04009",2021,23025
"Graham County","04009",2022,26281
"Graham County","20065",2020,0
"Graham County","20065",2021,1722
"Graham County","20065",2022,1255
"Graham County","37075",2020,0
"Graham County","37075",2021,4017
"Graham County","37075",2022,4472
"Grainger County","47057",2020,0
"Grainger County","47057",2021,11070
"Grainger County","47057",2022,11733
"Grand County","08049",2020,0
"Grand County","08049",2021,9582
"Grand County","08049",2022,10247
"Grand County","49019",2020,0
"Grand County","49019",2021,6304
"Grand County","49019",2022,6850
"Grand Forks County","38035",2020,0
"Grand Forks County","38035",2021,39093
"Grand Forks County","38035",2022,43314
"Grand Isle County","50013",2020,0
"Grand Isle County","50013",2021,5626
"Grand Isle County","50013",2022,6186
"Grand Traverse County","26055",2020,0
"Grand Traverse County","26055",2021,60511
"Grand Traverse County","26055",2022,63275
"Granite County","30039",2020,0
"Granite County","30039",2021,1200
"Granite County","30039",2022,1306
"Grant County","05053",2020,0
"Grant County","05053",2021,8178
"Grant County","05053",2022,8785
"Grant County","18053",2020,0
"Grant County","18053",2021,26410
"Grant County","18053",2022,28817
"Grant County","20067",2020,0
"Grant County","20067",2021,3183
"Grant County","20067",2022,3500
"Grant County","21081",2020,0
"Grant County","21081",2021,11717
"Grant County","21081",2022,12659
"Grant County","27051",2020,0
"Grant County","27051",2021,3149
"Grant County","27051",2022,3393
"Grant County","31075",2020,0
"Grant County","31075",2021,121
"Grant County","31075",2022,136
"Grant County","35017",2020,0
"Grant County","35017",2021,17897
"Grant County","35017",2022,19693
"Grant County","38037",2020,0
"Grant County","38037",2021,504
"Grant County","38037",2022,563
"Grant County","40053",2020,0
"Grant County","40053",2021,1779
"Grant County","40053",2022,1884
"Grant County","41023",2020,0
"Grant County","41023",2021,3184
"Grant County","41023",2022,3333
"Grant County","46051",2020,0
"Grant County","46051",2021,3301
"Grant County","46051",2022,3738
"Grant County","53025",2020,0
"Grant County","53025",2021,52755
"Grant County","53025",2022,57328
"Grant County","54023",2020,0
"Grant County","54023",2021,4967
"Grant County","54023",2022,5407
"Grant County","55043",2020,0
"Grant County","55043",2021,27255
"Grant County","55043",2022,29262
"Grant Parish","22043",2020,0
"Grant Parish","22043",2021,9080
"Grant Parish","22043",2022,9894
"Granville County","37077",2020,0
"Granville County","37077",2021,35651
"Granville County","37077",2022,40880
"Gratiot County","26057",2020,0
"Gratiot County","26057",2021,18017
"Gratiot County","26057",2022,19108
"Graves County","21083",2020,0
"Graves County","21083",2021,16119
"Graves County","21083",2022,17576
"Gray County","20069",2020,0
"Gray County","20069",2021,2571
"Gray County","20069",2022,2829
"Gray County","48179",2020,0
"Gray County","48179",2021,10007
"Gray County","48179",2022,9048
"Grays Harbor County","53027",2020,0
"Grays Harbor County","53027",2021,42231
"Grays Harbor County","53027",2022,47556
"Grayson County","21085",2020,0
"Grayson County","21085",2021,12955
"Grayson County","21085",2022,14116
"Grayson County","48181",2020,0
"Grayson County","48181",2021,58465
